impression_id,session_id,user_id,title_id,impression_ts,ad_network,updated_at
imp3958,sess3958,u8,t458,2025-02-11 06:19:56,sponsorx,2025-02-11 06:19:57
imp3959,sess3959,u9,t459,2025-02-11 06:35:23,mediagrid,2025-02-11 06:35:24
imp3960,sess3960,u10,t460,2025-02-11 07:04:50,streamads,2025-02-11 07:04:51
imp3961,sess3961,u1,t461,2025-02-11 07:48:17,adflow,2025-02-11 07:48:18
imp3962,sess3962,u2,t462,2025-02-11 08:45:44,sponsorx,2025-02-11 08:45:45
imp3963,sess3963,u3,t463,2025-02-11 07:16:21,mediagrid,2025-02-11 07:16:22
imp3964,sess3964,u4,t464,2025-02-11 08:34:48,streamads,2025-02-11 08:34:49
imp3965,sess3965,u5,t465,2025-02-11 07:26:25,adflow,2025-02-11 07:26:26
imp3966,sess3966,u5,t466,2025-02-11 07:56:22,sponsorx,2025-02-11 07:56:23
imp3967,sess3967,u6,t467,2025-02-11 08:23:39,mediagrid,2025-02-11 08:23:40
imp3968,sess3968,u7,t468,2025-02-11 08:17:46,streamads,2025-02-11 08:17:47
imp3969,sess3969,u8,t469,2025-02-11 08:32:13,adflow,2025-02-11 08:32:14
imp3970,sess3970,u9,t470,2025-02-11 09:24:50,sponsorx,2025-02-11 09:24:51
imp3971,sess3971,u10,t471,2025-02-11 09:27:47,mediagrid,2025-02-11 09:27:48
imp3972,sess3972,u1,t472,2025-02-11 09:12:54,streamads,2025-02-11 09:12:55
imp3973,sess3973,u2,t473,2025-02-11 09:40:01,adflow,2025-02-11 09:40:02
imp3974,sess3974,u3,t474,2025-02-11 10:49:08,sponsorx,2025-02-11 10:49:09
imp3975,sess3975,u4,t475,2025-02-11 11:05:25,mediagrid,2025-02-11 11:05:26
imp3976,sess3976,u5,t476,2025-02-11 10:07:52,streamads,2025-02-11 10:07:53
imp3977,sess3977,u5,t477,2025-02-11 11:13:09,adflow,2025-02-11 11:13:10
imp3978,sess3978,u6,t478,2025-02-11 10:50:36,sponsorx,2025-02-11 10:50:37
imp3979,sess3979,u7,t479,2025-02-11 12:44:53,mediagrid,2025-02-11 12:44:54
imp3980,sess3980,u8,t480,2025-02-11 12:57:20,streamads,2025-02-11 12:57:21
imp3981,sess3981,u9,t481,2025-02-11 13:23:47,adflow,2025-02-11 13:23:48
imp3982,sess3982,u10,t482,2025-02-11 11:40:24,sponsorx,2025-02-11 11:40:25
imp3983,sess3983,u1,t483,2025-02-11 12:27:51,mediagrid,2025-02-11 12:27:52
imp3984,sess3984,u2,t484,2025-02-11 13:29:18,streamads,2025-02-11 13:29:19
imp3985,sess3985,u3,t485,2025-02-11 14:44:45,adflow,2025-02-11 14:44:46
imp3986,sess3986,u4,t486,2025-02-11 12:42:42,sponsorx,2025-02-11 12:42:43
imp3987,sess3987,u5,t487,2025-02-11 12:52:49,mediagrid,2025-02-11 12:52:50
imp3988,sess3988,u5,t488,2025-02-11 13:22:36,streamads,2025-02-11 13:22:37
imp3989,sess3989,u6,t489,2025-02-11 13:33:23,adflow,2025-02-11 13:33:24
imp3990,sess3990,u7,t490,2025-02-11 13:48:40,sponsorx,2025-02-11 13:48:41
imp3991,sess3991,u8,t491,2025-02-11 14:02:17,mediagrid,2025-02-11 14:02:18
imp3992,sess3992,u9,t492,2025-02-11 14:36:04,streamads,2025-02-11 14:36:05
imp3993,sess3993,u10,t493,2025-02-11 15:09:01,adflow,2025-02-11 15:09:02
imp3994,sess3994,u1,t494,2025-02-11 15:20:08,sponsorx,2025-02-11 15:20:09
imp3995,sess3995,u2,t495,2025-02-11 14:48:25,mediagrid,2025-02-11 14:48:26
imp3996,sess3996,u3,t496,2025-02-11 16:16:32,streamads,2025-02-11 16:16:33
imp3997,sess3997,u4,t497,2025-02-11 16:47:49,adflow,2025-02-11 16:47:50
imp3998,sess3998,u5,t498,2025-02-11 16:01:16,sponsorx,2025-02-11 16:01:17
imp3999,sess3999,u5,t499,2025-02-11 17:21:33,mediagrid,2025-02-11 17:21:34
imp4000,sess4000,u6,t500,2025-02-11 17:10:00,streamads,2025-02-11 17:10:01
imp4001,sess4001,u7,t1,2025-02-11 17:12:27,adflow,2025-02-11 17:12:28
imp4002,sess4002,u8,t2,2025-02-11 17:28:54,sponsorx,2025-02-11 17:28:55
imp4003,sess4003,u9,t3,2025-02-11 17:59:21,mediagrid,2025-02-11 17:59:22
imp4004,sess4004,u10,t4,2025-02-11 18:43:48,streamads,2025-02-11 18:43:49
imp4005,sess4005,u1,t5,2025-02-11 19:42:15,adflow,2025-02-11 19:42:16
imp4006,sess4006,u2,t6,2025-02-11 18:12:52,sponsorx,2025-02-11 18:12:53
imp4007,sess4007,u3,t7,2025-02-11 19:32:19,mediagrid,2025-02-11 19:32:20
imp4008,sess4008,u4,t8,2025-02-11 18:17:26,streamads,2025-02-11 18:17:27
imp4009,sess4009,u5,t9,2025-02-11 18:24:43,adflow,2025-02-11 18:24:44
imp4010,sess4010,u5,t10,2025-02-11 18:33:10,sponsorx,2025-02-11 18:33:11
imp4011,sess4011,u6,t11,2025-02-11 19:23:07,mediagrid,2025-02-11 19:23:08
imp4012,sess4012,u7,t12,2025-02-11 19:51:34,streamads,2025-02-11 19:51:35
imp4013,sess4013,u8,t13,2025-02-11 19:56:21,adflow,2025-02-11 19:56:22
imp4014,sess4014,u9,t14,2025-02-11 20:03:18,sponsorx,2025-02-11 20:03:19
imp4015,sess4015,u10,t15,2025-02-11 19:51:25,mediagrid,2025-02-11 19:51:26
imp4016,sess4016,u1,t16,2025-02-11 20:21:32,streamads,2025-02-11 20:21:33
imp4017,sess4017,u2,t17,2025-02-11 21:33:39,adflow,2025-02-11 21:33:40
imp4018,sess4018,u3,t18,2025-02-11 21:51:56,sponsorx,2025-02-11 21:51:57
imp4019,sess4019,u4,t19,2025-02-11 20:55:23,mediagrid,2025-02-11 20:55:24
imp4020,sess4020,u5,t20,2025-02-11 22:02:40,streamads,2025-02-11 22:02:41
imp4021,sess4021,u5,t21,2025-02-11 21:41:07,adflow,2025-02-11 21:41:08
imp4022,sess4022,u6,t22,2025-02-11 21:33:34,sponsorx,2025-02-11 21:33:35
imp4023,sess4023,u7,t23,2025-02-11 23:50:51,mediagrid,2025-02-11 23:50:52
imp4024,sess4024,u8,t24,2025-02-11 22:00:28,streamads,2025-02-11 22:00:29
imp4025,sess4025,u9,t25,2025-02-11 22:34:55,adflow,2025-02-11 22:34:56
imp4026,sess4026,u10,t26,2025-02-11 23:23:22,sponsorx,2025-02-11 23:23:23
imp4027,sess4027,u1,t27,2025-02-12 00:25:49,mediagrid,2025-02-12 00:25:50
imp4028,sess4028,u2,t28,2025-02-12 01:42:16,streamads,2025-02-12 01:42:17
imp4029,sess4029,u3,t29,2025-02-11 23:33:33,adflow,2025-02-11 23:33:34
imp4030,sess4030,u4,t30,2025-02-11 23:39:00,sponsorx,2025-02-11 23:39:01
imp4031,sess4031,u5,t31,2025-02-12 00:02:57,mediagrid,2025-02-12 00:02:58
imp4032,sess4032,u5,t32,2025-02-12 00:31:44,streamads,2025-02-12 00:31:45
imp4033,sess4033,u6,t33,2025-02-12 01:02:01,adflow,2025-02-12 01:02:02
imp4034,sess4034,u7,t34,2025-02-12 00:30:48,sponsorx,2025-02-12 00:30:49
imp4035,sess4035,u8,t35,2025-02-12 01:09:35,mediagrid,2025-02-12 01:09:36
imp4036,sess4036,u9,t36,2025-02-12 01:46:32,streamads,2025-02-12 01:46:33
imp4037,sess4037,u10,t37,2025-02-12 02:00:39,adflow,2025-02-12 02:00:40
imp4038,sess4038,u1,t38,2025-02-12 01:30:56,sponsorx,2025-02-12 01:30:57
imp4039,sess4039,u2,t39,2025-02-12 03:02:03,mediagrid,2025-02-12 03:02:04
imp4040,sess4040,u3,t40,2025-02-12 03:35:20,streamads,2025-02-12 03:35:21
imp4041,sess4041,u4,t41,2025-02-12 02:49:47,adflow,2025-02-12 02:49:48
imp4042,sess4042,u5,t42,2025-02-12 04:12:04,sponsorx,2025-02-12 04:12:05
imp4043,sess4043,u5,t43,2025-02-12 04:01:31,mediagrid,2025-02-12 04:01:32
imp4044,sess4044,u6,t44,2025-02-12 04:04:58,streamads,2025-02-12 04:04:59
imp4045,sess4045,u7,t45,2025-02-12 04:22:25,adflow,2025-02-12 04:22:26
imp4046,sess4046,u8,t46,2025-02-12 04:53:52,sponsorx,2025-02-12 04:53:53
imp4047,sess4047,u9,t47,2025-02-12 05:39:19,mediagrid,2025-02-12 05:39:20
imp4048,sess4048,u10,t48,2025-02-12 04:02:56,streamads,2025-02-12 04:02:57
imp4049,sess4049,u1,t49,2025-02-12 05:09:23,adflow,2025-02-12 05:09:24
imp4050,sess4050,u2,t50,2025-02-12 04:48:20,sponsorx,2025-02-12 04:48:21
imp4051,sess4051,u3,t51,2025-02-12 04:47:37,mediagrid,2025-02-12 04:47:38
imp4052,sess4052,u4,t52,2025-02-12 05:28:54,streamads,2025-02-12 05:28:55
imp4053,sess4053,u5,t53,2025-02-12 05:23:31,adflow,2025-02-12 05:23:32
imp4054,sess4054,u5,t54,2025-02-12 05:42:38,sponsorx,2025-02-12 05:42:39
imp4055,sess4055,u6,t55,2025-02-12 06:18:05,mediagrid,2025-02-12 06:18:06
imp4056,sess4056,u7,t56,2025-02-12 06:27:52,streamads,2025-02-12 06:27:53
imp4057,sess4057,u8,t57,2025-02-12 06:38:49,adflow,2025-02-12 06:38:50
imp4058,sess4058,u9,t58,2025-02-12 07:45:46,sponsorx,2025-02-12 07:45:47
imp4059,sess4059,u10,t59,2025-02-12 07:03:03,mediagrid,2025-02-12 07:03:04
imp4060,sess4060,u1,t60,2025-02-12 08:18:10,streamads,2025-02-12 08:18:11
imp4061,sess4061,u2,t61,2025-02-12 08:38:27,adflow,2025-02-12 08:38:28
imp4062,sess4062,u3,t62,2025-02-12 07:42:54,sponsorx,2025-02-12 07:42:55
imp4063,sess4063,u4,t63,2025-02-12 08:52:11,mediagrid,2025-02-12 08:52:12
imp4064,sess4064,u5,t64,2025-02-12 08:31:38,streamads,2025-02-12 08:31:39
imp4065,sess4065,u5,t65,2025-02-12 08:25:05,adflow,2025-02-12 08:25:06
imp4066,sess4066,u6,t66,2025-02-12 08:32:32,sponsorx,2025-02-12 08:32:33
imp4067,sess4067,u7,t67,2025-02-12 08:53:59,mediagrid,2025-02-12 08:54:00
imp4068,sess4068,u8,t68,2025-02-12 09:29:26,streamads,2025-02-12 09:29:27
imp4069,sess4069,u9,t69,2025-02-12 10:18:53,adflow,2025-02-12 10:18:54
imp4070,sess4070,u10,t70,2025-02-12 11:22:20,sponsorx,2025-02-12 11:22:21
imp4071,sess4071,u1,t71,2025-02-12 09:52:57,mediagrid,2025-02-12 09:52:58
imp4072,sess4072,u2,t72,2025-02-12 10:08:34,streamads,2025-02-12 10:08:35
imp4073,sess4073,u3,t73,2025-02-12 10:29:11,adflow,2025-02-12 10:29:12
imp4074,sess4074,u4,t74,2025-02-12 10:45:18,sponsorx,2025-02-12 10:45:19
imp4075,sess4075,u5,t75,2025-02-12 10:47:15,mediagrid,2025-02-12 10:47:16
imp4076,sess4076,u5,t76,2025-02-12 11:25:32,streamads,2025-02-12 11:25:33
imp4077,sess4077,u6,t77,2025-02-12 11:58:09,adflow,2025-02-12 11:58:10
imp4078,sess4078,u7,t78,2025-02-12 11:43:06,sponsorx,2025-02-12 11:43:07
imp4079,sess4079,u8,t79,2025-02-12 12:24:03,mediagrid,2025-02-12 12:24:04
imp4080,sess4080,u9,t80,2025-02-12 12:41:10,streamads,2025-02-12 12:41:11
imp4081,sess4081,u10,t81,2025-02-12 13:40:17,adflow,2025-02-12 13:40:18
imp4082,sess4082,u1,t82,2025-02-12 13:47:34,sponsorx,2025-02-12 13:47:35
imp4083,sess4083,u2,t83,2025-02-12 14:22:51,mediagrid,2025-02-12 14:22:52
imp4084,sess4084,u3,t84,2025-02-12 13:38:18,streamads,2025-02-12 13:38:19
imp4085,sess4085,u4,t85,2025-02-12 15:02:35,adflow,2025-02-12 15:02:36
imp4086,sess4086,u5,t86,2025-02-12 14:53:02,sponsorx,2025-02-12 14:53:03
imp4087,sess4087,u5,t87,2025-02-12 14:57:29,mediagrid,2025-02-12 14:57:30
imp4088,sess4088,u6,t88,2025-02-12 15:15:56,streamads,2025-02-12 15:15:57
imp4089,sess4089,u7,t89,2025-02-12 15:48:23,adflow,2025-02-12 15:48:24
imp4090,sess4090,u8,t90,2025-02-12 16:34:50,sponsorx,2025-02-12 16:34:51
imp4091,sess4091,u9,t91,2025-02-12 14:58:27,mediagrid,2025-02-12 14:58:28
imp4092,sess4092,u10,t92,2025-02-12 16:05:54,streamads,2025-02-12 16:05:55
imp4093,sess4093,u1,t93,2025-02-12 15:18:11,adflow,2025-02-12 15:18:12
imp4094,sess4094,u2,t94,2025-02-12 15:49:38,sponsorx,2025-02-12 15:49:39
imp4095,sess4095,u3,t95,2025-02-12 16:02:15,mediagrid,2025-02-12 16:02:16
imp4096,sess4096,u4,t96,2025-02-12 16:15:52,streamads,2025-02-12 16:15:53
imp4097,sess4097,u5,t97,2025-02-12 16:50:59,adflow,2025-02-12 16:51:00
imp4098,sess4098,u5,t98,2025-02-12 16:44:36,sponsorx,2025-02-12 16:44:37
imp4099,sess4099,u6,t99,2025-02-12 16:59:23,mediagrid,2025-02-12 16:59:24
imp4100,sess4100,u7,t100,2025-02-12 17:14:20,streamads,2025-02-12 17:14:21
imp4101,sess4101,u8,t101,2025-02-12 18:25:17,adflow,2025-02-12 18:25:18
imp4102,sess4102,u9,t102,2025-02-12 17:44:34,sponsorx,2025-02-12 17:44:35
imp4103,sess4103,u10,t103,2025-02-12 19:02:41,mediagrid,2025-02-12 19:02:42
imp4104,sess4104,u1,t104,2025-02-12 19:24:58,streamads,2025-02-12 19:24:59
imp4105,sess4105,u2,t105,2025-02-12 18:30:25,adflow,2025-02-12 18:30:26
imp4106,sess4106,u3,t106,2025-02-12 19:41:42,sponsorx,2025-02-12 19:41:43
imp4107,sess4107,u4,t107,2025-02-12 19:22:09,mediagrid,2025-02-12 19:22:10
imp4108,sess4108,u5,t108,2025-02-12 19:16:36,streamads,2025-02-12 19:16:37
imp4109,sess4109,u5,t109,2025-02-12 19:25:03,adflow,2025-02-12 19:25:04
imp4110,sess4110,u6,t110,2025-02-12 19:47:30,sponsorx,2025-02-12 19:47:31
imp4111,sess4111,u7,t111,2025-02-12 20:23:57,mediagrid,2025-02-12 20:23:58
imp4112,sess4112,u8,t112,2025-02-12 21:14:24,streamads,2025-02-12 21:14:25
imp4113,sess4113,u9,t113,2025-02-12 22:18:51,adflow,2025-02-12 22:18:52
imp4114,sess4114,u10,t114,2025-02-12 20:49:28,sponsorx,2025-02-12 20:49:29
imp4115,sess4115,u1,t115,2025-02-12 20:49:35,mediagrid,2025-02-12 20:49:36
imp4116,sess4116,u2,t116,2025-02-12 21:23:22,streamads,2025-02-12 21:23:23
imp4117,sess4117,u3,t117,2025-02-12 21:29:39,adflow,2025-02-12 21:29:40
imp4118,sess4118,u4,t118,2025-02-12 21:48:36,sponsorx,2025-02-12 21:48:37
imp4119,sess4119,u5,t119,2025-02-12 21:49:03,mediagrid,2025-02-12 21:49:04
imp4120,sess4120,u5,t120,2025-02-12 22:27:40,streamads,2025-02-12 22:27:41
imp4121,sess4121,u6,t121,2025-02-12 22:16:37,adflow,2025-02-12 22:16:38
imp4122,sess4122,u7,t122,2025-02-12 23:01:34,sponsorx,2025-02-12 23:01:35
imp4123,sess4123,u8,t123,2025-02-12 23:21:41,mediagrid,2025-02-12 23:21:42
imp4124,sess4124,u9,t124,2025-02-13 00:23:48,streamads,2025-02-13 00:23:49
imp4125,sess4125,u10,t125,2025-02-13 00:33:05,adflow,2025-02-13 00:33:06
imp4126,sess4126,u1,t126,2025-02-13 01:10:22,sponsorx,2025-02-13 01:10:23
imp4127,sess4127,u2,t127,2025-02-13 00:26:49,mediagrid,2025-02-13 00:26:50
imp4128,sess4128,u3,t128,2025-02-13 01:53:06,streamads,2025-02-13 01:53:07
imp4129,sess4129,u4,t129,2025-02-13 01:44:33,adflow,2025-02-13 01:44:34
imp4130,sess4130,u5,t130,2025-02-13 01:50:00,sponsorx,2025-02-13 01:50:01
imp4131,sess4131,u5,t131,2025-02-13 02:09:27,mediagrid,2025-02-13 02:09:28
imp4132,sess4132,u6,t132,2025-02-13 02:42:54,streamads,2025-02-13 02:42:55
imp4133,sess4133,u7,t133,2025-02-13 03:30:21,adflow,2025-02-13 03:30:22
imp4134,sess4134,u8,t134,2025-02-13 01:53:58,sponsorx,2025-02-13 01:53:59
imp4135,sess4135,u9,t135,2025-02-13 03:02:25,mediagrid,2025-02-13 03:02:26
imp4136,sess4136,u10,t136,2025-02-13 02:17:52,streamads,2025-02-13 02:17:53
imp4137,sess4137,u1,t137,2025-02-13 02:28:49,adflow,2025-02-13 02:28:50
imp4138,sess4138,u2,t138,2025-02-13 02:37:36,sponsorx,2025-02-13 02:37:37
imp4139,sess4139,u3,t139,2025-02-13 03:10:13,mediagrid,2025-02-13 03:10:14
imp4140,sess4140,u4,t140,2025-02-13 03:11:30,streamads,2025-02-13 03:11:31
imp4141,sess4141,u5,t141,2025-02-13 04:07:57,adflow,2025-02-13 04:07:58
imp4142,sess4142,u5,t142,2025-02-13 03:30:54,sponsorx,2025-02-13 03:30:55
imp4143,sess4143,u6,t143,2025-02-13 03:49:51,mediagrid,2025-02-13 03:49:52
imp4144,sess4144,u7,t144,2025-02-13 05:04:48,streamads,2025-02-13 05:04:49
imp4145,sess4145,u8,t145,2025-02-13 04:26:05,adflow,2025-02-13 04:26:06
imp4146,sess4146,u9,t146,2025-02-13 05:47:12,sponsorx,2025-02-13 05:47:13
imp4147,sess4147,u10,t147,2025-02-13 06:11:29,mediagrid,2025-02-13 06:11:30
imp4148,sess4148,u1,t148,2025-02-13 05:17:56,streamads,2025-02-13 05:17:57
imp4149,sess4149,u2,t149,2025-02-13 06:31:13,adflow,2025-02-13 06:31:14
imp4150,sess4150,u3,t150,2025-02-13 06:12:40,sponsorx,2025-02-13 06:12:41
imp4151,sess4151,u4,t151,2025-02-13 06:08:07,mediagrid,2025-02-13 06:08:08
imp4152,sess4152,u5,t152,2025-02-13 06:17:34,streamads,2025-02-13 06:17:35
imp4153,sess4153,u5,t153,2025-02-13 06:41:01,adflow,2025-02-13 06:41:02
imp4154,sess4154,u6,t154,2025-02-13 07:18:28,sponsorx,2025-02-13 07:18:29
imp4155,sess4155,u7,t155,2025-02-13 08:09:55,mediagrid,2025-02-13 08:09:56
imp4156,sess4156,u8,t156,2025-02-13 09:15:22,streamads,2025-02-13 09:15:23
imp4157,sess4157,u9,t157,2025-02-13 07:45:59,adflow,2025-02-13 07:46:00
imp4158,sess4158,u10,t158,2025-02-13 07:36:36,sponsorx,2025-02-13 07:36:37
imp4159,sess4159,u1,t159,2025-02-13 07:48:43,mediagrid,2025-02-13 07:48:44
imp4160,sess4160,u2,t160,2025-02-13 08:16:00,streamads,2025-02-13 08:16:01
imp4161,sess4161,u3,t161,2025-02-13 08:51:57,adflow,2025-02-13 08:51:58
imp4162,sess4162,u4,t162,2025-02-13 09:06:24,sponsorx,2025-02-13 09:06:25
imp4163,sess4163,u5,t163,2025-02-13 08:57:11,mediagrid,2025-02-13 08:57:12
imp4164,sess4164,u5,t164,2025-02-13 09:57:58,streamads,2025-02-13 09:57:59
imp4165,sess4165,u6,t165,2025-02-13 09:39:05,adflow,2025-02-13 09:39:06
imp4166,sess4166,u7,t166,2025-02-13 10:02:12,sponsorx,2025-02-13 10:02:13
imp4167,sess4167,u8,t167,2025-02-13 11:07:19,mediagrid,2025-02-13 11:07:20
imp4168,sess4168,u9,t168,2025-02-13 11:18:36,streamads,2025-02-13 11:18:37
imp4169,sess4169,u10,t169,2025-02-13 10:15:03,adflow,2025-02-13 10:15:04
imp4170,sess4170,u1,t170,2025-02-13 11:15:20,sponsorx,2025-02-13 11:15:21
imp4171,sess4171,u2,t171,2025-02-13 10:46:47,mediagrid,2025-02-13 10:46:48
imp4172,sess4172,u3,t172,2025-02-13 12:36:04,streamads,2025-02-13 12:36:05
imp4173,sess4173,u4,t173,2025-02-13 12:42:31,adflow,2025-02-13 12:42:32
imp4174,sess4174,u5,t174,2025-02-13 13:02:58,sponsorx,2025-02-13 13:02:59
imp4175,sess4175,u5,t175,2025-02-13 13:37:25,mediagrid,2025-02-13 13:37:26
imp4176,sess4176,u6,t176,2025-02-13 14:25:52,streamads,2025-02-13 14:25:53
imp4177,sess4177,u7,t177,2025-02-13 12:49:29,adflow,2025-02-13 12:49:30
imp4178,sess4178,u8,t178,2025-02-13 13:58:56,sponsorx,2025-02-13 13:58:57
imp4179,sess4179,u9,t179,2025-02-13 13:04:43,mediagrid,2025-02-13 13:04:44
imp4180,sess4180,u10,t180,2025-02-13 13:12:00,streamads,2025-02-13 13:12:01
imp4181,sess4181,u1,t181,2025-02-13 13:51:47,adflow,2025-02-13 13:51:48
imp4182,sess4182,u2,t182,2025-02-13 14:06:34,sponsorx,2025-02-13 14:06:35
imp4183,sess4183,u3,t183,2025-02-13 14:22:51,mediagrid,2025-02-13 14:22:52
imp4184,sess4184,u4,t184,2025-02-13 14:35:28,streamads,2025-02-13 14:35:29
imp4185,sess4185,u5,t185,2025-02-13 15:07:15,adflow,2025-02-13 15:07:16
imp4186,sess4186,u5,t186,2025-02-13 15:37:12,sponsorx,2025-02-13 15:37:13
imp4187,sess4187,u6,t187,2025-02-13 15:44:19,mediagrid,2025-02-13 15:44:20
imp4188,sess4188,u7,t188,2025-02-13 15:07:36,streamads,2025-02-13 15:07:37
imp4189,sess4189,u8,t189,2025-02-13 16:31:43,adflow,2025-02-13 16:31:44
imp4190,sess4190,u9,t190,2025-02-13 16:58:00,sponsorx,2025-02-13 16:58:01
imp4191,sess4191,u10,t191,2025-02-13 16:05:27,mediagrid,2025-02-13 16:05:28
imp4192,sess4192,u1,t192,2025-02-13 17:20:44,streamads,2025-02-13 17:20:45
imp4193,sess4193,u2,t193,2025-02-13 17:03:11,adflow,2025-02-13 17:03:12
imp4194,sess4194,u3,t194,2025-02-13 16:59:38,sponsorx,2025-02-13 16:59:39
imp4195,sess4195,u4,t195,2025-02-13 17:10:05,mediagrid,2025-02-13 17:10:06
imp4196,sess4196,u5,t196,2025-02-13 17:34:32,streamads,2025-02-13 17:34:33
imp4197,sess4197,u5,t197,2025-02-13 18:12:59,adflow,2025-02-13 18:13:00
imp4198,sess4198,u6,t198,2025-02-13 19:05:26,sponsorx,2025-02-13 19:05:27
imp4199,sess4199,u7,t199,2025-02-13 20:11:53,mediagrid,2025-02-13 20:11:54
imp4200,sess4200,u8,t200,2025-02-13 18:11:40,streamads,2025-02-13 18:11:41
imp4201,sess4201,u9,t201,2025-02-13 18:29:37,adflow,2025-02-13 18:29:38
imp4202,sess4202,u10,t202,2025-02-13 18:49:54,sponsorx,2025-02-13 18:49:55
imp4203,sess4203,u1,t203,2025-02-13 19:04:21,mediagrid,2025-02-13 19:04:22
imp4204,sess4204,u2,t204,2025-02-13 19:09:28,streamads,2025-02-13 19:09:29
imp4205,sess4205,u3,t205,2025-02-13 19:30:55,adflow,2025-02-13 19:30:56
imp4206,sess4206,u4,t206,2025-02-13 20:28:32,sponsorx,2025-02-13 20:28:33
imp4207,sess4207,u5,t207,2025-02-13 20:32:29,mediagrid,2025-02-13 20:32:30
imp4208,sess4208,u5,t208,2025-02-13 20:16:36,streamads,2025-02-13 20:16:37
imp4209,sess4209,u6,t209,2025-02-13 20:42:43,adflow,2025-02-13 20:42:44
imp4210,sess4210,u7,t210,2025-02-13 21:50:50,sponsorx,2025-02-13 21:50:51
imp4211,sess4211,u8,t211,2025-02-13 22:04:07,mediagrid,2025-02-13 22:04:08
imp4212,sess4212,u9,t212,2025-02-13 21:01:34,streamads,2025-02-13 21:01:35
imp4213,sess4213,u10,t213,2025-02-13 22:03:51,adflow,2025-02-13 22:03:52
imp4214,sess4214,u1,t214,2025-02-13 21:36:18,sponsorx,2025-02-13 21:36:19
imp4215,sess4215,u2,t215,2025-02-13 23:27:35,mediagrid,2025-02-13 23:27:36
imp4216,sess4216,u3,t216,2025-02-13 23:35:02,streamads,2025-02-13 23:35:03
imp4217,sess4217,u4,t217,2025-02-13 23:56:29,adflow,2025-02-13 23:56:30
imp4218,sess4218,u5,t218,2025-02-14 00:31:56,sponsorx,2025-02-14 00:31:57
imp4219,sess4219,u5,t219,2025-02-13 22:48:33,mediagrid,2025-02-13 22:48:34
imp4220,sess4220,u6,t220,2025-02-13 23:45:00,streamads,2025-02-13 23:45:01
imp4221,sess4221,u7,t221,2025-02-14 00:55:27,adflow,2025-02-14 00:55:28
imp4222,sess4222,u8,t222,2025-02-13 23:35:44,sponsorx,2025-02-13 23:35:45
imp4223,sess4223,u9,t223,2025-02-13 23:59:11,mediagrid,2025-02-13 23:59:12
imp4224,sess4224,u10,t224,2025-02-14 00:32:08,streamads,2025-02-14 00:32:09
imp4225,sess4225,u1,t225,2025-02-14 00:20:05,adflow,2025-02-14 00:20:06
imp4226,sess4226,u2,t226,2025-02-14 00:44:22,sponsorx,2025-02-14 00:44:23
imp4227,sess4227,u3,t227,2025-02-14 01:02:59,mediagrid,2025-02-14 01:03:00
imp4228,sess4228,u4,t228,2025-02-14 01:39:46,streamads,2025-02-14 01:39:47
imp4229,sess4229,u5,t229,2025-02-14 02:13:43,adflow,2025-02-14 02:13:44
imp4230,sess4230,u5,t230,2025-02-14 02:23:50,sponsorx,2025-02-14 02:23:51
imp4231,sess4231,u6,t231,2025-02-14 01:49:07,mediagrid,2025-02-14 01:49:08
imp4232,sess4232,u7,t232,2025-02-14 03:16:14,streamads,2025-02-14 03:16:15
imp4233,sess4233,u8,t233,2025-02-14 03:44:31,adflow,2025-02-14 03:44:32
imp4234,sess4234,u9,t234,2025-02-14 02:52:58,sponsorx,2025-02-14 02:52:59
imp4235,sess4235,u10,t235,2025-02-14 04:10:15,mediagrid,2025-02-14 04:10:16
imp4236,sess4236,u1,t236,2025-02-14 03:53:42,streamads,2025-02-14 03:53:43
imp4237,sess4237,u2,t237,2025-02-14 03:51:09,adflow,2025-02-14 03:51:10
imp4238,sess4238,u3,t238,2025-02-14 04:02:36,sponsorx,2025-02-14 04:02:37
imp4239,sess4239,u4,t239,2025-02-14 04:28:03,mediagrid,2025-02-14 04:28:04
imp4240,sess4240,u5,t240,2025-02-14 05:07:30,streamads,2025-02-14 05:07:31
imp4241,sess4241,u5,t241,2025-02-14 06:00:57,adflow,2025-02-14 06:00:58
imp4242,sess4242,u6,t242,2025-02-14 07:08:24,sponsorx,2025-02-14 07:08:25
imp4243,sess4243,u7,t243,2025-02-14 04:57:21,mediagrid,2025-02-14 04:57:22
imp4244,sess4244,u8,t244,2025-02-14 05:00:48,streamads,2025-02-14 05:00:49
imp4245,sess4245,u9,t245,2025-02-14 05:20:15,adflow,2025-02-14 05:20:16
imp4246,sess4246,u10,t246,2025-02-14 05:54:42,sponsorx,2025-02-14 05:54:43
imp4247,sess4247,u1,t247,2025-02-14 06:15:49,mediagrid,2025-02-14 06:15:50
imp4248,sess4248,u2,t248,2025-02-14 06:51:16,streamads,2025-02-14 06:51:17
imp4249,sess4249,u3,t249,2025-02-14 06:59:03,adflow,2025-02-14 06:59:04
imp4250,sess4250,u4,t250,2025-02-14 07:07:00,sponsorx,2025-02-14 07:07:01
imp4251,sess4251,u5,t251,2025-02-14 06:54:07,mediagrid,2025-02-14 06:54:08
imp4252,sess4252,u5,t252,2025-02-14 07:23:14,streamads,2025-02-14 07:23:15
imp4253,sess4253,u6,t253,2025-02-14 08:34:21,adflow,2025-02-14 08:34:22
imp4254,sess4254,u7,t254,2025-02-14 08:49:38,sponsorx,2025-02-14 08:49:39
