click_id,impression_id,click_ts,updated_at
clk1038,imp1038,2025-01-11 20:09:59,2025-01-11 20:10:01
clk1039,imp1039,2025-01-11 21:09:27,2025-01-11 21:09:29
clk1040,imp1040,2025-01-11 20:43:05,2025-01-11 20:43:07
clk1041,imp1041,2025-01-11 20:16:43,2025-01-11 20:16:45
clk1042,imp1042,2025-01-11 21:44:11,2025-01-11 21:44:13
clk1043,imp1043,2025-01-11 21:24:49,2025-01-11 21:24:51
clk1044,imp1044,2025-01-11 21:05:27,2025-01-11 21:05:29
clk1045,imp1045,2025-01-11 23:00:55,2025-01-11 23:00:57
clk1046,imp1046,2025-01-11 22:48:33,2025-01-11 22:48:35
clk1047,imp1047,2025-01-11 22:36:11,2025-01-11 22:36:13
clk1048,imp1048,2025-01-11 22:23:49,2025-01-11 22:23:51
clk1049,imp1049,2025-01-12 00:54:17,2025-01-12 00:54:19
clk1050,imp1050,2025-01-11 22:42:55,2025-01-11 22:42:57
clk1051,imp1051,2025-01-11 22:49:13,2025-01-11 22:49:15
clk1052,imp1052,2025-01-11 23:06:01,2025-01-11 23:06:03
clk1053,imp1053,2025-01-11 23:51:59,2025-01-11 23:52:01
clk1054,imp1054,2025-01-11 23:58:17,2025-01-11 23:58:19
clk1055,imp1055,2025-01-12 00:32:35,2025-01-12 00:32:37
clk1056,imp1056,2025-01-12 00:33:03,2025-01-12 00:33:05
clk1057,imp1057,2025-01-12 00:47:31,2025-01-12 00:47:33
clk1058,imp1058,2025-01-12 01:15:59,2025-01-12 01:16:01
clk1059,imp1059,2025-01-12 01:58:27,2025-01-12 01:58:29
clk1060,imp1060,2025-01-12 01:25:05,2025-01-12 01:25:07
clk1061,imp1061,2025-01-12 02:28:33,2025-01-12 02:28:35
clk1062,imp1062,2025-01-12 02:02:11,2025-01-12 02:02:13
clk1063,imp1063,2025-01-12 03:26:39,2025-01-12 03:26:41
clk1064,imp1064,2025-01-12 03:07:17,2025-01-12 03:07:19
clk1065,imp1065,2025-01-12 02:47:55,2025-01-12 02:47:57
clk1066,imp1066,2025-01-12 04:40:23,2025-01-12 04:40:25
clk1067,imp1067,2025-01-12 04:28:01,2025-01-12 04:28:03
clk1068,imp1068,2025-01-12 04:15:39,2025-01-12 04:15:41
clk1069,imp1069,2025-01-12 04:03:17,2025-01-12 04:03:19
clk1070,imp1070,2025-01-12 03:50:55,2025-01-12 03:50:57
clk1071,imp1071,2025-01-12 06:25:23,2025-01-12 06:25:25
clk1072,imp1072,2025-01-12 04:18:01,2025-01-12 04:18:03
clk1073,imp1073,2025-01-12 04:29:39,2025-01-12 04:29:41
clk1074,imp1074,2025-01-12 04:49:37,2025-01-12 04:49:39
clk1075,imp1075,2025-01-12 05:20:45,2025-01-12 05:20:47
clk1076,imp1076,2025-01-12 05:42:03,2025-01-12 05:42:05
clk1077,imp1077,2025-01-12 05:32:31,2025-01-12 05:32:33
clk1078,imp1078,2025-01-12 05:36:59,2025-01-12 05:37:01
clk1079,imp1079,2025-01-12 05:55:27,2025-01-12 05:55:29
clk1080,imp1080,2025-01-12 06:27:55,2025-01-12 06:27:57
clk1081,imp1081,2025-01-12 07:14:23,2025-01-12 07:14:25
clk1082,imp1082,2025-01-12 06:41:01,2025-01-12 06:41:03
clk1083,imp1083,2025-01-12 07:48:29,2025-01-12 07:48:31
clk1084,imp1084,2025-01-12 07:22:07,2025-01-12 07:22:09
clk1085,imp1085,2025-01-12 08:50:35,2025-01-12 08:50:37
clk1086,imp1086,2025-01-12 08:31:13,2025-01-12 08:31:15
clk1087,imp1087,2025-01-12 08:11:51,2025-01-12 08:11:53
clk1088,imp1088,2025-01-12 10:08:19,2025-01-12 10:08:21
clk1089,imp1089,2025-01-12 09:55:57,2025-01-12 09:55:59
clk1090,imp1090,2025-01-12 09:43:35,2025-01-12 09:43:37
clk1091,imp1091,2025-01-12 09:31:13,2025-01-12 09:31:15
clk1092,imp1092,2025-01-12 09:18:51,2025-01-12 09:18:53
clk1093,imp1093,2025-01-12 09:23:09,2025-01-12 09:23:11
clk1094,imp1094,2025-01-12 09:37:27,2025-01-12 09:37:29
clk1095,imp1095,2025-01-12 09:59:15,2025-01-12 09:59:17
clk1096,imp1096,2025-01-12 10:07:23,2025-01-12 10:07:25
clk1097,imp1097,2025-01-12 10:57:31,2025-01-12 10:57:33
clk1098,imp1098,2025-01-12 10:37:59,2025-01-12 10:38:01
clk1099,imp1099,2025-01-12 11:35:17,2025-01-12 11:35:19
clk1100,imp1100,2025-01-12 11:49:55,2025-01-12 11:49:57
clk1101,imp1101,2025-01-12 12:19:23,2025-01-12 12:19:25
clk1102,imp1102,2025-01-12 11:39:01,2025-01-12 11:39:03
clk1103,imp1103,2025-01-12 12:29:29,2025-01-12 12:29:31
clk1104,imp1104,2025-01-12 13:33:57,2025-01-12 13:33:59
clk1105,imp1105,2025-01-12 13:07:35,2025-01-12 13:07:37
clk1106,imp1106,2025-01-12 12:41:13,2025-01-12 12:41:15
clk1107,imp1107,2025-01-12 14:13:41,2025-01-12 14:13:43
clk1108,imp1108,2025-01-12 13:54:19,2025-01-12 13:54:21
clk1109,imp1109,2025-01-12 13:34:57,2025-01-12 13:34:59
clk1110,imp1110,2025-01-12 15:35:25,2025-01-12 15:35:27
clk1111,imp1111,2025-01-12 15:23:03,2025-01-12 15:23:05
clk1112,imp1112,2025-01-12 15:10:41,2025-01-12 15:10:43
clk1113,imp1113,2025-01-12 14:58:19,2025-01-12 14:58:21
clk1114,imp1114,2025-01-12 14:45:57,2025-01-12 14:45:59
clk1115,imp1115,2025-01-12 15:02:25,2025-01-12 15:02:27
clk1116,imp1116,2025-01-12 15:20:03,2025-01-12 15:20:05
clk1117,imp1117,2025-01-12 15:44:01,2025-01-12 15:44:03
clk1118,imp1118,2025-01-12 15:32:19,2025-01-12 15:32:21
clk1119,imp1119,2025-01-12 15:48:37,2025-01-12 15:48:39
clk1120,imp1120,2025-01-12 16:32:55,2025-01-12 16:32:57
clk1121,imp1121,2025-01-12 16:38:23,2025-01-12 16:38:25
clk1122,imp1122,2025-01-12 16:57:51,2025-01-12 16:57:53
clk1123,imp1123,2025-01-12 17:31:19,2025-01-12 17:31:21
clk1124,imp1124,2025-01-12 18:18:47,2025-01-12 18:18:49
clk1125,imp1125,2025-01-12 17:45:25,2025-01-12 17:45:27
clk1126,imp1126,2025-01-12 18:53:53,2025-01-12 18:53:55
clk1127,imp1127,2025-01-12 18:27:31,2025-01-12 18:27:33
clk1128,imp1128,2025-01-12 18:01:09,2025-01-12 18:01:11
clk1129,imp1129,2025-01-12 19:37:37,2025-01-12 19:37:39
clk1130,imp1130,2025-01-12 19:18:15,2025-01-12 19:18:17
clk1131,imp1131,2025-01-12 18:58:53,2025-01-12 18:58:55
clk1132,imp1132,2025-01-12 21:03:21,2025-01-12 21:03:23
clk1133,imp1133,2025-01-12 20:50:59,2025-01-12 20:51:01
clk1134,imp1134,2025-01-12 20:38:37,2025-01-12 20:38:39
clk1135,imp1135,2025-01-12 20:26:15,2025-01-12 20:26:17
clk1136,imp1136,2025-01-12 20:02:33,2025-01-12 20:02:35
clk1137,imp1137,2025-01-12 20:24:51,2025-01-12 20:24:53
clk1138,imp1138,2025-01-12 20:51:39,2025-01-12 20:51:41
clk1139,imp1139,2025-01-12 21:02:47,2025-01-12 21:02:49
clk1140,imp1140,2025-01-12 21:06:05,2025-01-12 21:06:07
clk1141,imp1141,2025-01-12 21:37:23,2025-01-12 21:37:25
clk1142,imp1142,2025-01-12 21:32:51,2025-01-12 21:32:53
clk1143,imp1143,2025-01-12 22:53:09,2025-01-12 22:53:11
clk1144,imp1144,2025-01-12 22:05:47,2025-01-12 22:05:49
clk1145,imp1145,2025-01-12 22:43:15,2025-01-12 22:43:17
clk1146,imp1146,2025-01-12 23:34:43,2025-01-12 23:34:45
clk1147,imp1147,2025-01-12 23:01:21,2025-01-12 23:01:23
clk1148,imp1148,2025-01-13 00:13:49,2025-01-13 00:13:51
clk1149,imp1149,2025-01-12 23:47:27,2025-01-12 23:47:29
clk1150,imp1150,2025-01-13 01:20:05,2025-01-13 01:20:07
clk1151,imp1151,2025-01-13 01:00:43,2025-01-13 01:00:45
clk1152,imp1152,2025-01-13 00:41:21,2025-01-13 00:41:23
clk1153,imp1153,2025-01-13 00:21:59,2025-01-13 00:22:01
clk1154,imp1154,2025-01-13 02:30:27,2025-01-13 02:30:29
clk1155,imp1155,2025-01-13 02:18:05,2025-01-13 02:18:07
clk1156,imp1156,2025-01-13 02:05:43,2025-01-13 02:05:45
clk1157,imp1157,2025-01-13 01:53:21,2025-01-13 01:53:23
clk1158,imp1158,2025-01-13 01:46:49,2025-01-13 01:46:51
clk1159,imp1159,2025-01-13 02:10:27,2025-01-13 02:10:29
clk1160,imp1160,2025-01-13 02:38:25,2025-01-13 02:38:27
clk1161,imp1161,2025-01-13 02:28:43,2025-01-13 02:28:45
clk1162,imp1162,2025-01-13 02:47:01,2025-01-13 02:47:03
clk1163,imp1163,2025-01-13 03:33:19,2025-01-13 03:33:21
clk1164,imp1164,2025-01-13 03:39:47,2025-01-13 03:39:49
clk1165,imp1165,2025-01-13 04:00:15,2025-01-13 04:00:17
clk1166,imp1166,2025-01-13 04:34:43,2025-01-13 04:34:45
clk1167,imp1167,2025-01-13 03:54:21,2025-01-13 03:54:23
clk1168,imp1168,2025-01-13 04:49:49,2025-01-13 04:49:51
clk1169,imp1169,2025-01-13 04:16:27,2025-01-13 04:16:29
clk1170,imp1170,2025-01-13 05:32:55,2025-01-13 05:32:57
clk1171,imp1171,2025-01-13 05:06:33,2025-01-13 05:06:35
clk1172,imp1172,2025-01-13 06:44:01,2025-01-13 06:44:03
clk1173,imp1173,2025-01-13 06:24:39,2025-01-13 06:24:41
clk1174,imp1174,2025-01-13 06:05:17,2025-01-13 06:05:19
clk1175,imp1175,2025-01-13 05:45:55,2025-01-13 05:45:57
clk1176,imp1176,2025-01-13 07:58:23,2025-01-13 07:58:25
clk1177,imp1177,2025-01-13 07:46:01,2025-01-13 07:46:03
clk1178,imp1178,2025-01-13 07:33:39,2025-01-13 07:33:41
clk1179,imp1179,2025-01-13 07:04:47,2025-01-13 07:04:49
clk1180,imp1180,2025-01-13 07:12:15,2025-01-13 07:12:17
clk1181,imp1181,2025-01-13 07:44:03,2025-01-13 07:44:05
clk1182,imp1182,2025-01-13 07:58:11,2025-01-13 07:58:13
clk1183,imp1183,2025-01-13 08:03:29,2025-01-13 08:03:31
clk1184,imp1184,2025-01-13 08:36:47,2025-01-13 08:36:49
clk1185,imp1185,2025-01-13 08:33:15,2025-01-13 08:33:17
clk1186,imp1186,2025-01-13 08:43:43,2025-01-13 08:43:45
clk1187,imp1187,2025-01-13 09:08:11,2025-01-13 09:08:13
clk1188,imp1188,2025-01-13 09:46:39,2025-01-13 09:46:41
clk1189,imp1189,2025-01-13 10:39:07,2025-01-13 10:39:09
clk1190,imp1190,2025-01-13 10:05:45,2025-01-13 10:05:47
clk1191,imp1191,2025-01-13 11:19:13,2025-01-13 11:19:15
clk1192,imp1192,2025-01-13 10:52:51,2025-01-13 10:52:53
clk1193,imp1193,2025-01-13 10:26:29,2025-01-13 10:26:31
clk1194,imp1194,2025-01-13 12:07:57,2025-01-13 12:07:59
clk1195,imp1195,2025-01-13 11:48:35,2025-01-13 11:48:37
clk1196,imp1196,2025-01-13 11:29:13,2025-01-13 11:29:15
clk1197,imp1197,2025-01-13 13:38:41,2025-01-13 13:38:43
clk1198,imp1198,2025-01-13 13:26:19,2025-01-13 13:26:21
clk1199,imp1199,2025-01-13 13:13:57,2025-01-13 13:13:59
clk1200,imp1200,2025-01-13 12:06:15,2025-01-13 12:06:17
clk1201,imp1201,2025-01-13 12:31:13,2025-01-13 12:31:15
clk1202,imp1202,2025-01-13 13:00:51,2025-01-13 13:00:53
clk1203,imp1203,2025-01-13 12:51:59,2025-01-13 12:52:01
clk1204,imp1204,2025-01-13 13:25:07,2025-01-13 13:25:09
clk1205,imp1205,2025-01-13 13:45:25,2025-01-13 13:45:27
clk1206,imp1206,2025-01-13 13:31:53,2025-01-13 13:31:55
clk1207,imp1207,2025-01-13 14:41:11,2025-01-13 14:41:13
clk1208,imp1208,2025-01-13 15:02:39,2025-01-13 15:02:41
clk1209,imp1209,2025-01-13 14:15:17,2025-01-13 14:15:19
clk1210,imp1210,2025-01-13 14:57:45,2025-01-13 14:57:47
clk1211,imp1211,2025-01-13 15:54:13,2025-01-13 15:54:15
clk1212,imp1212,2025-01-13 15:20:51,2025-01-13 15:20:53
clk1213,imp1213,2025-01-13 16:38:19,2025-01-13 16:38:21
clk1214,imp1214,2025-01-13 16:11:57,2025-01-13 16:11:59
clk1215,imp1215,2025-01-13 15:45:35,2025-01-13 15:45:37
clk1216,imp1216,2025-01-13 17:31:03,2025-01-13 17:31:05
clk1217,imp1217,2025-01-13 17:11:41,2025-01-13 17:11:43
clk1218,imp1218,2025-01-13 16:52:19,2025-01-13 16:52:21
clk1219,imp1219,2025-01-13 19:05:47,2025-01-13 19:05:49
clk1220,imp1220,2025-01-13 18:53:25,2025-01-13 18:53:27
clk1221,imp1221,2025-01-13 18:41:03,2025-01-13 18:41:05
clk1222,imp1222,2025-01-13 17:45:11,2025-01-13 17:45:13
clk1223,imp1223,2025-01-13 17:59:39,2025-01-13 17:59:41
clk1224,imp1224,2025-01-13 18:36:27,2025-01-13 18:36:29
clk1225,imp1225,2025-01-13 18:53:35,2025-01-13 18:53:37
clk1226,imp1226,2025-01-13 19:00:53,2025-01-13 19:00:55
clk1227,imp1227,2025-01-13 19:36:11,2025-01-13 19:36:13
clk1228,imp1228,2025-01-13 19:33:39,2025-01-13 19:33:41
clk1229,imp1229,2025-01-13 19:45:07,2025-01-13 19:45:09
clk1230,imp1230,2025-01-13 20:10:35,2025-01-13 20:10:37
clk1231,imp1231,2025-01-13 20:50:03,2025-01-13 20:50:05
clk1232,imp1232,2025-01-13 20:09:41,2025-01-13 20:09:43
clk1233,imp1233,2025-01-13 21:10:09,2025-01-13 21:10:11
clk1234,imp1234,2025-01-13 20:36:47,2025-01-13 20:36:49
clk1235,imp1235,2025-01-13 21:58:15,2025-01-13 21:58:17
clk1236,imp1236,2025-01-13 21:31:53,2025-01-13 21:31:55
clk1237,imp1237,2025-01-13 23:14:21,2025-01-13 23:14:23
clk1238,imp1238,2025-01-13 22:54:59,2025-01-13 22:55:01
clk1239,imp1239,2025-01-13 22:35:37,2025-01-13 22:35:39
clk1240,imp1240,2025-01-13 22:16:15,2025-01-13 22:16:17
clk1241,imp1241,2025-01-14 00:33:43,2025-01-14 00:33:45
clk1242,imp1242,2025-01-14 00:21:21,2025-01-14 00:21:23
clk1243,imp1243,2025-01-13 23:02:19,2025-01-13 23:02:21
clk1244,imp1244,2025-01-13 23:16:27,2025-01-13 23:16:29
clk1245,imp1245,2025-01-13 23:17:15,2025-01-13 23:17:17
clk1246,imp1246,2025-01-13 23:46:13,2025-01-13 23:46:15
clk1247,imp1247,2025-01-14 00:22:21,2025-01-14 00:22:23
clk1248,imp1248,2025-01-14 00:44:39,2025-01-14 00:44:41
clk1249,imp1249,2025-01-14 00:32:07,2025-01-14 00:32:09
clk1250,imp1250,2025-01-14 00:32:45,2025-01-14 00:32:47
clk1251,imp1251,2025-01-14 00:48:13,2025-01-14 00:48:15
clk1252,imp1252,2025-01-14 01:17:41,2025-01-14 01:17:43
clk1253,imp1253,2025-01-14 02:01:09,2025-01-14 02:01:11
clk1254,imp1254,2025-01-14 02:58:37,2025-01-14 02:58:39
clk1255,imp1255,2025-01-14 02:25:15,2025-01-14 02:25:17
clk1256,imp1256,2025-01-14 03:43:43,2025-01-14 03:43:45
clk1257,imp1257,2025-01-14 03:17:21,2025-01-14 03:17:23
clk1258,imp1258,2025-01-14 02:50:59,2025-01-14 02:51:01
clk1259,imp1259,2025-01-14 04:37:27,2025-01-14 04:37:29
clk1260,imp1260,2025-01-14 04:18:05,2025-01-14 04:18:07
clk1261,imp1261,2025-01-14 03:58:43,2025-01-14 03:58:45
clk1262,imp1262,2025-01-14 03:39:21,2025-01-14 03:39:23
clk1263,imp1263,2025-01-14 06:00:49,2025-01-14 06:00:51
clk1264,imp1264,2025-01-14 05:48:27,2025-01-14 05:48:29
clk1265,imp1265,2025-01-14 04:25:35,2025-01-14 04:25:37
clk1266,imp1266,2025-01-14 04:47:03,2025-01-14 04:47:05
clk1267,imp1267,2025-01-14 04:50:01,2025-01-14 04:50:03
clk1268,imp1268,2025-01-14 05:03:09,2025-01-14 05:03:11
clk1269,imp1269,2025-01-14 05:58:17,2025-01-14 05:58:19
clk1270,imp1270,2025-01-14 05:35:45,2025-01-14 05:35:47
clk1271,imp1271,2025-01-14 06:34:03,2025-01-14 06:34:05
clk1272,imp1272,2025-01-14 06:46:31,2025-01-14 06:46:33
clk1273,imp1273,2025-01-14 07:12:59,2025-01-14 07:13:01
clk1274,imp1274,2025-01-14 07:53:27,2025-01-14 07:53:29
clk1275,imp1275,2025-01-14 07:13:05,2025-01-14 07:13:07
clk1276,imp1276,2025-01-14 08:14:33,2025-01-14 08:14:35
clk1277,imp1277,2025-01-14 07:41:11,2025-01-14 07:41:13
clk1278,imp1278,2025-01-14 09:03:39,2025-01-14 09:03:41
clk1279,imp1279,2025-01-14 08:37:17,2025-01-14 08:37:19
clk1280,imp1280,2025-01-14 08:10:55,2025-01-14 08:10:57
clk1281,imp1281,2025-01-14 10:01:23,2025-01-14 10:01:25
clk1282,imp1282,2025-01-14 09:42:01,2025-01-14 09:42:03
clk1283,imp1283,2025-01-14 09:22:39,2025-01-14 09:22:41
clk1284,imp1284,2025-01-14 09:03:17,2025-01-14 09:03:19
clk1285,imp1285,2025-01-14 11:28:45,2025-01-14 11:28:47
clk1286,imp1286,2025-01-14 09:37:43,2025-01-14 09:37:45
clk1287,imp1287,2025-01-14 10:00:51,2025-01-14 10:00:53
clk1288,imp1288,2025-01-14 10:06:39,2025-01-14 10:06:41
clk1289,imp1289,2025-01-14 10:39:37,2025-01-14 10:39:39
clk1290,imp1290,2025-01-14 11:18:45,2025-01-14 11:18:47
clk1291,imp1291,2025-01-14 10:46:13,2025-01-14 10:46:15
clk1292,imp1292,2025-01-14 11:31:31,2025-01-14 11:31:33
clk1293,imp1293,2025-01-14 11:33:59,2025-01-14 11:34:01
clk1294,imp1294,2025-01-14 11:50:27,2025-01-14 11:50:29
clk1295,imp1295,2025-01-14 12:20:55,2025-01-14 12:20:57
clk1296,imp1296,2025-01-14 13:05:23,2025-01-14 13:05:25
clk1297,imp1297,2025-01-14 12:25:01,2025-01-14 12:25:03
clk1298,imp1298,2025-01-14 13:30:29,2025-01-14 13:30:31
clk1299,imp1299,2025-01-14 12:57:07,2025-01-14 12:57:09
clk1300,imp1300,2025-01-14 14:22:45,2025-01-14 14:22:47
clk1301,imp1301,2025-01-14 13:56:23,2025-01-14 13:56:25
clk1302,imp1302,2025-01-14 15:43:51,2025-01-14 15:43:53
clk1303,imp1303,2025-01-14 15:24:29,2025-01-14 15:24:31
clk1304,imp1304,2025-01-14 15:05:07,2025-01-14 15:05:09
clk1305,imp1305,2025-01-14 14:45:45,2025-01-14 14:45:47
clk1306,imp1306,2025-01-14 17:08:13,2025-01-14 17:08:15
clk1307,imp1307,2025-01-14 16:55:51,2025-01-14 16:55:53
clk1308,imp1308,2025-01-14 15:05:59,2025-01-14 15:06:01
clk1309,imp1309,2025-01-14 15:34:27,2025-01-14 15:34:29
clk1310,imp1310,2025-01-14 15:41:25,2025-01-14 15:41:27
clk1311,imp1311,2025-01-14 15:57:33,2025-01-14 15:57:35
clk1312,imp1312,2025-01-14 16:01:51,2025-01-14 16:01:53
clk1313,imp1313,2025-01-14 16:34:09,2025-01-14 16:34:11
clk1314,imp1314,2025-01-14 17:34:27,2025-01-14 17:34:29
clk1315,imp1315,2025-01-14 17:47:55,2025-01-14 17:47:57
clk1316,imp1316,2025-01-14 18:15:23,2025-01-14 18:15:25
clk1317,imp1317,2025-01-14 17:28:01,2025-01-14 17:28:03
clk1318,imp1318,2025-01-14 18:16:29,2025-01-14 18:16:31
clk1319,imp1319,2025-01-14 19:18:57,2025-01-14 19:18:59
clk1320,imp1320,2025-01-14 18:45:35,2025-01-14 18:45:37
clk1321,imp1321,2025-01-14 20:09:03,2025-01-14 20:09:05
clk1322,imp1322,2025-01-14 19:42:41,2025-01-14 19:42:43
clk1323,imp1323,2025-01-14 19:16:19,2025-01-14 19:16:21
clk1324,imp1324,2025-01-14 21:07:47,2025-01-14 21:07:49
clk1325,imp1325,2025-01-14 20:48:25,2025-01-14 20:48:27
clk1326,imp1326,2025-01-14 20:29:03,2025-01-14 20:29:05
clk1327,imp1327,2025-01-14 20:09:41,2025-01-14 20:09:43
clk1328,imp1328,2025-01-14 22:36:09,2025-01-14 22:36:11
clk1329,imp1329,2025-01-14 20:35:57,2025-01-14 20:35:59
clk1330,imp1330,2025-01-14 20:45:15,2025-01-14 20:45:17
clk1331,imp1331,2025-01-14 20:56:03,2025-01-14 20:56:05
clk1332,imp1332,2025-01-14 21:33:01,2025-01-14 21:33:03
clk1333,imp1333,2025-01-14 21:24:19,2025-01-14 21:24:21
clk1334,imp1334,2025-01-14 21:43:37,2025-01-14 21:43:39
clk1335,imp1335,2025-01-14 22:30:55,2025-01-14 22:30:57
clk1336,imp1336,2025-01-14 22:34:23,2025-01-14 22:34:25
clk1337,imp1337,2025-01-14 22:51:51,2025-01-14 22:51:53
clk1338,imp1338,2025-01-14 23:23:19,2025-01-14 23:23:21
clk1339,imp1339,2025-01-15 00:08:47,2025-01-15 00:08:49
clk1340,imp1340,2025-01-14 23:28:25,2025-01-14 23:28:27
clk1341,imp1341,2025-01-15 00:34:53,2025-01-15 00:34:55
clk1342,imp1342,2025-01-15 00:01:31,2025-01-15 00:01:33
clk1343,imp1343,2025-01-15 01:28:59,2025-01-15 01:29:01
clk1344,imp1344,2025-01-15 01:02:37,2025-01-15 01:02:39
clk1345,imp1345,2025-01-15 00:36:15,2025-01-15 00:36:17
clk1346,imp1346,2025-01-15 02:31:43,2025-01-15 02:31:45
clk1347,imp1347,2025-01-15 02:12:21,2025-01-15 02:12:23
clk1348,imp1348,2025-01-15 01:52:59,2025-01-15 01:53:01
clk1349,imp1349,2025-01-15 01:33:37,2025-01-15 01:33:39
clk1350,imp1350,2025-01-15 01:49:25,2025-01-15 01:49:27
clk1351,imp1351,2025-01-15 01:46:23,2025-01-15 01:46:25
clk1352,imp1352,2025-01-15 02:21:51,2025-01-15 02:21:53
clk1353,imp1353,2025-01-15 02:32:49,2025-01-15 02:32:51
clk1354,imp1354,2025-01-15 02:51:57,2025-01-15 02:51:59
clk1355,imp1355,2025-01-15 02:58:15,2025-01-15 02:58:17
clk1356,imp1356,2025-01-15 03:32:33,2025-01-15 03:32:35
clk1357,imp1357,2025-01-15 03:26:01,2025-01-15 03:26:03
clk1358,imp1358,2025-01-15 03:33:29,2025-01-15 03:33:31
clk1359,imp1359,2025-01-15 03:54:57,2025-01-15 03:54:59
clk1360,imp1360,2025-01-15 04:30:25,2025-01-15 04:30:27
clk1361,imp1361,2025-01-15 05:19:53,2025-01-15 05:19:55
clk1362,imp1362,2025-01-15 04:39:31,2025-01-15 04:39:33
clk1363,imp1363,2025-01-15 05:49:59,2025-01-15 05:50:01
clk1364,imp1364,2025-01-15 05:16:37,2025-01-15 05:16:39
clk1365,imp1365,2025-01-15 06:48:05,2025-01-15 06:48:07
clk1366,imp1366,2025-01-15 06:21:43,2025-01-15 06:21:45
clk1367,imp1367,2025-01-15 05:55:21,2025-01-15 05:55:23
clk1368,imp1368,2025-01-15 07:54:49,2025-01-15 07:54:51
clk1369,imp1369,2025-01-15 07:35:27,2025-01-15 07:35:29
clk1370,imp1370,2025-01-15 07:16:05,2025-01-15 07:16:07
clk1371,imp1371,2025-01-15 06:56:43,2025-01-15 06:56:45
clk1372,imp1372,2025-01-15 07:12:21,2025-01-15 07:12:23
clk1373,imp1373,2025-01-15 07:29:39,2025-01-15 07:29:41
clk1374,imp1374,2025-01-15 07:45:27,2025-01-15 07:45:29
clk1375,imp1375,2025-01-15 08:26:25,2025-01-15 08:26:27
clk1376,imp1376,2025-01-15 08:19:43,2025-01-15 08:19:45
clk1377,imp1377,2025-01-15 08:41:01,2025-01-15 08:41:03
clk1378,imp1378,2025-01-15 09:30:19,2025-01-15 09:30:21
clk1379,imp1379,2025-01-15 09:34:47,2025-01-15 09:34:49
clk1380,imp1380,2025-01-15 09:53:15,2025-01-15 09:53:17
clk1381,imp1381,2025-01-15 10:25:43,2025-01-15 10:25:45
clk1382,imp1382,2025-01-15 09:38:21,2025-01-15 09:38:23
clk1383,imp1383,2025-01-15 10:31:49,2025-01-15 10:31:51
clk1384,imp1384,2025-01-15 11:39:17,2025-01-15 11:39:19
clk1385,imp1385,2025-01-15 11:05:55,2025-01-15 11:05:57
clk1386,imp1386,2025-01-15 10:32:33,2025-01-15 10:32:35
clk1387,imp1387,2025-01-15 12:08:01,2025-01-15 12:08:03
clk1388,imp1388,2025-01-15 11:41:39,2025-01-15 11:41:41
clk1389,imp1389,2025-01-15 13:38:07,2025-01-15 13:38:09
clk1390,imp1390,2025-01-15 13:18:45,2025-01-15 13:18:47
clk1391,imp1391,2025-01-15 12:59:23,2025-01-15 12:59:25
clk1392,imp1392,2025-01-15 12:40:01,2025-01-15 12:40:03
clk1393,imp1393,2025-01-15 12:20:39,2025-01-15 12:20:41
clk1394,imp1394,2025-01-15 12:55:27,2025-01-15 12:55:29
clk1395,imp1395,2025-01-15 13:10:05,2025-01-15 13:10:07
clk1396,imp1396,2025-01-15 13:25:03,2025-01-15 13:25:05
clk1397,imp1397,2025-01-15 13:47:11,2025-01-15 13:47:13
clk1398,imp1398,2025-01-15 13:55:29,2025-01-15 13:55:31
clk1399,imp1399,2025-01-15 14:31:47,2025-01-15 14:31:49
clk1400,imp1400,2025-01-15 14:25:25,2025-01-15 14:25:27
clk1401,imp1401,2025-01-15 14:33:53,2025-01-15 14:33:55
clk1402,imp1402,2025-01-15 14:56:21,2025-01-15 14:56:23
clk1403,imp1403,2025-01-15 15:32:49,2025-01-15 15:32:51
clk1404,imp1404,2025-01-15 16:23:17,2025-01-15 16:23:19
clk1405,imp1405,2025-01-15 15:42:55,2025-01-15 15:42:57
clk1406,imp1406,2025-01-15 16:54:23,2025-01-15 16:54:25
clk1407,imp1407,2025-01-15 16:21:01,2025-01-15 16:21:03
clk1408,imp1408,2025-01-15 17:53:29,2025-01-15 17:53:31
clk1409,imp1409,2025-01-15 17:27:07,2025-01-15 17:27:09
clk1410,imp1410,2025-01-15 17:00:45,2025-01-15 17:00:47
clk1411,imp1411,2025-01-15 19:01:13,2025-01-15 19:01:15
clk1412,imp1412,2025-01-15 18:41:51,2025-01-15 18:41:53
clk1413,imp1413,2025-01-15 18:22:29,2025-01-15 18:22:31
clk1414,imp1414,2025-01-15 18:03:07,2025-01-15 18:03:09
clk1415,imp1415,2025-01-15 17:48:45,2025-01-15 17:48:47
clk1416,imp1416,2025-01-15 18:14:03,2025-01-15 18:14:05
clk1417,imp1417,2025-01-15 18:34:51,2025-01-15 18:34:53
clk1418,imp1418,2025-01-15 18:33:59,2025-01-15 18:34:01
clk1419,imp1419,2025-01-15 19:15:07,2025-01-15 19:15:09
clk1420,imp1420,2025-01-15 19:38:25,2025-01-15 19:38:27
clk1421,imp1421,2025-01-15 19:22:53,2025-01-15 19:22:55
clk1422,imp1422,2025-01-15 20:35:11,2025-01-15 20:35:13
clk1423,imp1423,2025-01-15 20:54:39,2025-01-15 20:54:41
clk1424,imp1424,2025-01-15 21:28:07,2025-01-15 21:28:09
clk1425,imp1425,2025-01-15 20:40:45,2025-01-15 20:40:47
