payment_id,subscription_id,payment_ts,amount_usd,currency,payment_status,updated_at
pay312,s2,2024-06-05 00:05:00,0.00,USD,failed,2024-06-05 00:05:03
pay313,s3,2024-06-05 12:05:00,13.99,USD,succeeded,2024-06-05 12:05:03
pay314,s4,2024-06-06 00:05:00,15.99,USD,succeeded,2024-06-06 00:05:03
pay315,s5,2024-06-06 12:05:00,7.99,USD,succeeded,2024-06-06 12:05:03
pay316,s6,2024-06-07 00:05:00,9.99,USD,succeeded,2024-06-07 00:05:03
pay317,s7,2024-06-07 12:05:00,-9.99,USD,refund,2024-06-07 12:05:03
pay318,s8,2024-06-08 00:05:00,13.99,USD,succeeded,2024-06-08 00:05:03
pay319,s9,2024-06-08 12:05:00,15.99,USD,succeeded,2024-06-08 12:05:03
pay320,s1,2024-06-09 00:05:00,7.99,USD,succeeded,2024-06-09 00:05:03
pay321,s10,2024-06-09 12:05:00,9.99,USD,succeeded,2024-06-09 12:05:03
pay322,s11,2024-06-10 00:05:00,-11.99,USD,refund,2024-06-10 00:05:03
pay323,s2,2024-06-10 12:05:00,13.99,USD,succeeded,2024-06-10 12:05:03
pay324,s3,2024-06-11 00:05:00,0.00,USD,failed,2024-06-11 00:05:03
pay325,s4,2024-06-11 12:05:00,7.99,USD,succeeded,2024-06-11 12:05:03
pay326,s5,2024-06-12 00:05:00,9.99,USD,succeeded,2024-06-12 00:05:03
pay327,s6,2024-06-12 12:05:00,11.99,USD,succeeded,2024-06-12 12:05:03
pay328,s7,2024-06-13 00:05:00,13.99,USD,succeeded,2024-06-13 00:05:03
pay329,s8,2024-06-13 12:05:00,-9.99,USD,refund,2024-06-13 12:05:03
pay330,s9,2024-06-14 00:05:00,7.99,USD,succeeded,2024-06-14 00:05:03
pay331,s1,2024-06-14 12:05:00,9.99,USD,succeeded,2024-06-14 12:05:03
pay332,s10,2024-06-15 00:05:00,11.99,USD,succeeded,2024-06-15 00:05:03
pay333,s11,2024-06-15 12:05:00,13.99,USD,succeeded,2024-06-15 12:05:03
pay334,s2,2024-06-16 00:05:00,-11.99,USD,refund,2024-06-16 00:05:03
pay335,s3,2024-06-16 12:05:00,7.99,USD,succeeded,2024-06-16 12:05:03
pay336,s4,2024-06-17 00:05:00,0.00,USD,failed,2024-06-17 00:05:03
pay337,s5,2024-06-17 12:05:00,11.99,USD,succeeded,2024-06-17 12:05:03
pay338,s6,2024-06-18 00:05:00,13.99,USD,succeeded,2024-06-18 00:05:03
pay339,s7,2024-06-18 12:05:00,15.99,USD,succeeded,2024-06-18 12:05:03
pay340,s8,2024-06-19 00:05:00,7.99,USD,succeeded,2024-06-19 00:05:03
pay341,s9,2024-06-19 12:05:00,-9.99,USD,refund,2024-06-19 12:05:03
pay342,s1,2024-06-20 00:05:00,11.99,USD,succeeded,2024-06-20 00:05:03
pay343,s10,2024-06-20 12:05:00,13.99,USD,succeeded,2024-06-20 12:05:03
pay344,s11,2024-06-21 00:05:00,15.99,USD,succeeded,2024-06-21 00:05:03
pay345,s2,2024-06-21 12:05:00,7.99,USD,succeeded,2024-06-21 12:05:03
pay346,s3,2024-06-22 00:05:00,-11.99,USD,refund,2024-06-22 00:05:03
pay347,s4,2024-06-22 12:05:00,11.99,USD,succeeded,2024-06-22 12:05:03
pay348,s5,2024-06-23 00:05:00,0.00,USD,failed,2024-06-23 00:05:03
pay349,s6,2024-06-23 12:05:00,15.99,USD,succeeded,2024-06-23 12:05:03
pay350,s7,2024-06-24 00:05:00,7.99,USD,succeeded,2024-06-24 00:05:03
pay351,s8,2024-06-24 12:05:00,9.99,USD,succeeded,2024-06-24 12:05:03
pay352,s9,2024-06-25 00:05:00,11.99,USD,succeeded,2024-06-25 00:05:03
pay353,s1,2024-06-25 12:05:00,-9.99,USD,refund,2024-06-25 12:05:03
pay354,s10,2024-06-26 00:05:00,15.99,USD,succeeded,2024-06-26 00:05:03
pay355,s11,2024-06-26 12:05:00,7.99,USD,succeeded,2024-06-26 12:05:03
pay356,s2,2024-06-27 00:05:00,9.99,USD,succeeded,2024-06-27 00:05:03
pay357,s3,2024-06-27 12:05:00,11.99,USD,succeeded,2024-06-27 12:05:03
pay358,s4,2024-06-28 00:05:00,-11.99,USD,refund,2024-06-28 00:05:03
pay359,s5,2024-06-28 12:05:00,15.99,USD,succeeded,2024-06-28 12:05:03
pay360,s6,2024-06-29 00:05:00,0.00,USD,failed,2024-06-29 00:05:03
pay361,s7,2024-06-29 12:05:00,9.99,USD,succeeded,2024-06-29 12:05:03
pay362,s8,2024-06-30 00:05:00,11.99,USD,succeeded,2024-06-30 00:05:03
pay363,s9,2024-06-30 12:05:00,13.99,USD,succeeded,2024-06-30 12:05:03
pay364,s1,2024-07-01 00:05:00,15.99,USD,succeeded,2024-07-01 00:05:03
pay365,s10,2024-07-01 12:05:00,-9.99,USD,refund,2024-07-01 12:05:03
pay366,s11,2024-07-02 00:05:00,9.99,USD,succeeded,2024-07-02 00:05:03
pay367,s2,2024-07-02 12:05:00,11.99,USD,succeeded,2024-07-02 12:05:03
pay368,s3,2024-07-03 00:05:00,13.99,USD,succeeded,2024-07-03 00:05:03
pay369,s4,2024-07-03 12:05:00,15.99,USD,succeeded,2024-07-03 12:05:03
pay370,s5,2024-07-04 00:05:00,-11.99,USD,refund,2024-07-04 00:05:03
pay371,s6,2024-07-04 12:05:00,9.99,USD,succeeded,2024-07-04 12:05:03
pay372,s7,2024-07-05 00:05:00,0.00,USD,failed,2024-07-05 00:05:03
pay373,s8,2024-07-05 12:05:00,13.99,USD,succeeded,2024-07-05 12:05:03
pay374,s9,2024-07-06 00:05:00,15.99,USD,succeeded,2024-07-06 00:05:03
pay375,s1,2024-07-06 12:05:00,7.99,USD,succeeded,2024-07-06 12:05:03
pay376,s10,2024-07-07 00:05:00,9.99,USD,succeeded,2024-07-07 00:05:03
pay377,s11,2024-07-07 12:05:00,-9.99,USD,refund,2024-07-07 12:05:03
pay378,s2,2024-07-08 00:05:00,13.99,USD,succeeded,2024-07-08 00:05:03
pay379,s3,2024-07-08 12:05:00,15.99,USD,succeeded,2024-07-08 12:05:03
pay380,s4,2024-07-09 00:05:00,7.99,USD,succeeded,2024-07-09 00:05:03
pay381,s5,2024-07-09 12:05:00,9.99,USD,succeeded,2024-07-09 12:05:03
pay382,s6,2024-07-10 00:05:00,-11.99,USD,refund,2024-07-10 00:05:03
pay383,s7,2024-07-10 12:05:00,13.99,USD,succeeded,2024-07-10 12:05:03
pay384,s8,2024-07-11 00:05:00,0.00,USD,failed,2024-07-11 00:05:03
pay385,s9,2024-07-11 12:05:00,7.99,USD,succeeded,2024-07-11 12:05:03
pay386,s1,2024-07-12 00:05:00,9.99,USD,succeeded,2024-07-12 00:05:03
pay387,s10,2024-07-12 12:05:00,11.99,USD,succeeded,2024-07-12 12:05:03
pay388,s11,2024-07-13 00:05:00,13.99,USD,succeeded,2024-07-13 00:05:03
pay389,s2,2024-07-13 12:05:00,-9.99,USD,refund,2024-07-13 12:05:03
pay390,s3,2024-07-14 00:05:00,7.99,USD,succeeded,2024-07-14 00:05:03
pay391,s4,2024-07-14 12:05:00,9.99,USD,succeeded,2024-07-14 12:05:03
pay392,s5,2024-07-15 00:05:00,11.99,USD,succeeded,2024-07-15 00:05:03
pay393,s6,2024-07-15 12:05:00,13.99,USD,succeeded,2024-07-15 12:05:03
pay394,s7,2024-07-16 00:05:00,-11.99,USD,refund,2024-07-16 00:05:03
pay395,s8,2024-07-16 12:05:00,7.99,USD,succeeded,2024-07-16 12:05:03
pay396,s9,2024-07-17 00:05:00,0.00,USD,failed,2024-07-17 00:05:03
pay397,s1,2024-07-17 12:05:00,11.99,USD,succeeded,2024-07-17 12:05:03
pay398,s10,2024-07-18 00:05:00,13.99,USD,succeeded,2024-07-18 00:05:03
pay399,s11,2024-07-18 12:05:00,15.99,USD,succeeded,2024-07-18 12:05:03
pay400,s2,2024-07-19 00:05:00,7.99,USD,succeeded,2024-07-19 00:05:03
pay401,s3,2024-07-19 12:05:00,-9.99,USD,refund,2024-07-19 12:05:03
pay402,s4,2024-07-20 00:05:00,11.99,USD,succeeded,2024-07-20 00:05:03
pay403,s5,2024-07-20 12:05:00,13.99,USD,succeeded,2024-07-20 12:05:03
pay404,s6,2024-07-21 00:05:00,15.99,USD,succeeded,2024-07-21 00:05:03
pay405,s7,2024-07-21 12:05:00,7.99,USD,succeeded,2024-07-21 12:05:03
pay406,s8,2024-07-22 00:05:00,-11.99,USD,refund,2024-07-22 00:05:03
pay407,s9,2024-07-22 12:05:00,11.99,USD,succeeded,2024-07-22 12:05:03
pay408,s1,2024-07-23 00:05:00,0.00,USD,failed,2024-07-23 00:05:03
pay409,s10,2024-07-23 12:05:00,15.99,USD,succeeded,2024-07-23 12:05:03
pay410,s11,2024-07-24 00:05:00,7.99,USD,succeeded,2024-07-24 00:05:03
pay411,s2,2024-07-24 12:05:00,9.99,USD,succeeded,2024-07-24 12:05:03
pay412,s3,2024-07-25 00:05:00,11.99,USD,succeeded,2024-07-25 00:05:03
pay413,s4,2024-07-25 12:05:00,-9.99,USD,refund,2024-07-25 12:05:03
pay414,s5,2024-07-26 00:05:00,15.99,USD,succeeded,2024-07-26 00:05:03
pay415,s6,2024-07-26 12:05:00,7.99,USD,succeeded,2024-07-26 12:05:03
pay416,s7,2024-07-27 00:05:00,9.99,USD,succeeded,2024-07-27 00:05:03
pay417,s8,2024-07-27 12:05:00,11.99,USD,succeeded,2024-07-27 12:05:03
pay418,s9,2024-07-28 00:05:00,-11.99,USD,refund,2024-07-28 00:05:03
pay419,s1,2024-07-28 12:05:00,15.99,USD,succeeded,2024-07-28 12:05:03
pay420,s10,2024-07-29 00:05:00,0.00,USD,failed,2024-07-29 00:05:03
pay421,s11,2024-07-29 12:05:00,9.99,USD,succeeded,2024-07-29 12:05:03
pay422,s2,2024-07-30 00:05:00,11.99,USD,succeeded,2024-07-30 00:05:03
pay423,s3,2024-07-30 12:05:00,13.99,USD,succeeded,2024-07-30 12:05:03
pay424,s4,2024-07-31 00:05:00,15.99,USD,succeeded,2024-07-31 00:05:03
pay425,s5,2024-07-31 12:05:00,-9.99,USD,refund,2024-07-31 12:05:03
pay426,s6,2024-08-01 00:05:00,9.99,USD,succeeded,2024-08-01 00:05:03
pay427,s7,2024-08-01 12:05:00,11.99,USD,succeeded,2024-08-01 12:05:03
pay428,s8,2024-08-02 00:05:00,13.99,USD,succeeded,2024-08-02 00:05:03
pay429,s9,2024-08-02 12:05:00,15.99,USD,succeeded,2024-08-02 12:05:03
pay430,s1,2024-08-03 00:05:00,-11.99,USD,refund,2024-08-03 00:05:03
pay431,s10,2024-08-03 12:05:00,9.99,USD,succeeded,2024-08-03 12:05:03
pay432,s11,2024-08-04 00:05:00,0.00,USD,failed,2024-08-04 00:05:03
pay433,s2,2024-08-04 12:05:00,13.99,USD,succeeded,2024-08-04 12:05:03
pay434,s3,2024-08-05 00:05:00,15.99,USD,succeeded,2024-08-05 00:05:03
pay435,s4,2024-08-05 12:05:00,7.99,USD,succeeded,2024-08-05 12:05:03
pay436,s5,2024-08-06 00:05:00,9.99,USD,succeeded,2024-08-06 00:05:03
pay437,s6,2024-08-06 12:05:00,-9.99,USD,refund,2024-08-06 12:05:03
pay438,s7,2024-08-07 00:05:00,13.99,USD,succeeded,2024-08-07 00:05:03
pay439,s8,2024-08-07 12:05:00,15.99,USD,succeeded,2024-08-07 12:05:03
pay440,s9,2024-08-08 00:05:00,7.99,USD,succeeded,2024-08-08 00:05:03
pay441,s1,2024-08-08 12:05:00,9.99,USD,succeeded,2024-08-08 12:05:03
pay442,s10,2024-08-09 00:05:00,-11.99,USD,refund,2024-08-09 00:05:03
pay443,s11,2024-08-09 12:05:00,13.99,USD,succeeded,2024-08-09 12:05:03
pay444,s2,2024-08-10 00:05:00,0.00,USD,failed,2024-08-10 00:05:03
pay445,s3,2024-08-10 12:05:00,7.99,USD,succeeded,2024-08-10 12:05:03
pay446,s4,2024-08-11 00:05:00,9.99,USD,succeeded,2024-08-11 00:05:03
pay447,s5,2024-08-11 12:05:00,11.99,USD,succeeded,2024-08-11 12:05:03
pay448,s6,2024-08-12 00:05:00,13.99,USD,succeeded,2024-08-12 00:05:03
pay449,s7,2024-08-12 12:05:00,-9.99,USD,refund,2024-08-12 12:05:03
pay450,s8,2024-08-13 00:05:00,7.99,USD,succeeded,2024-08-13 00:05:03
pay451,s9,2024-08-13 12:05:00,9.99,USD,succeeded,2024-08-13 12:05:03
pay452,s1,2024-08-14 00:05:00,11.99,USD,succeeded,2024-08-14 00:05:03
pay453,s10,2024-08-14 12:05:00,13.99,USD,succeeded,2024-08-14 12:05:03
pay454,s11,2024-08-15 00:05:00,-11.99,USD,refund,2024-08-15 00:05:03
pay455,s2,2024-08-15 12:05:00,7.99,USD,succeeded,2024-08-15 12:05:03
pay456,s3,2024-08-16 00:05:00,0.00,USD,failed,2024-08-16 00:05:03
pay457,s4,2024-08-16 12:05:00,11.99,USD,succeeded,2024-08-16 12:05:03
pay458,s5,2024-08-17 00:05:00,13.99,USD,succeeded,2024-08-17 00:05:03
pay459,s6,2024-08-17 12:05:00,15.99,USD,succeeded,2024-08-17 12:05:03
pay460,s7,2024-08-18 00:05:00,7.99,USD,succeeded,2024-08-18 00:05:03
pay461,s8,2024-08-18 12:05:00,-9.99,USD,refund,2024-08-18 12:05:03
pay462,s9,2024-08-19 00:05:00,11.99,USD,succeeded,2024-08-19 00:05:03
pay463,s1,2024-08-19 12:05:00,13.99,USD,succeeded,2024-08-19 12:05:03
pay464,s10,2024-08-20 00:05:00,15.99,USD,succeeded,2024-08-20 00:05:03
pay465,s11,2024-08-20 12:05:00,7.99,USD,succeeded,2024-08-20 12:05:03
pay466,s2,2024-08-21 00:05:00,-11.99,USD,refund,2024-08-21 00:05:03
pay467,s3,2024-08-21 12:05:00,11.99,USD,succeeded,2024-08-21 12:05:03
pay468,s4,2024-08-22 00:05:00,0.00,USD,failed,2024-08-22 00:05:03
pay469,s5,2024-08-22 12:05:00,15.99,USD,succeeded,2024-08-22 12:05:03
pay470,s6,2024-08-23 00:05:00,7.99,USD,succeeded,2024-08-23 00:05:03
pay471,s7,2024-08-23 12:05:00,9.99,USD,succeeded,2024-08-23 12:05:03
pay472,s8,2024-08-24 00:05:00,11.99,USD,succeeded,2024-08-24 00:05:03
pay473,s9,2024-08-24 12:05:00,-9.99,USD,refund,2024-08-24 12:05:03
pay474,s1,2024-08-25 00:05:00,15.99,USD,succeeded,2024-08-25 00:05:03
pay475,s10,2024-08-25 12:05:00,7.99,USD,succeeded,2024-08-25 12:05:03
pay476,s11,2024-08-26 00:05:00,9.99,USD,succeeded,2024-08-26 00:05:03
pay477,s2,2024-08-26 12:05:00,11.99,USD,succeeded,2024-08-26 12:05:03
pay478,s3,2024-08-27 00:05:00,-11.99,USD,refund,2024-08-27 00:05:03
pay479,s4,2024-08-27 12:05:00,15.99,USD,succeeded,2024-08-27 12:05:03
pay480,s5,2024-08-28 00:05:00,0.00,USD,failed,2024-08-28 00:05:03
pay481,s6,2024-08-28 12:05:00,9.99,USD,succeeded,2024-08-28 12:05:03
pay482,s7,2024-08-29 00:05:00,11.99,USD,succeeded,2024-08-29 00:05:03
pay483,s8,2024-08-29 12:05:00,13.99,USD,succeeded,2024-08-29 12:05:03
pay484,s9,2024-08-30 00:05:00,15.99,USD,succeeded,2024-08-30 00:05:03
pay485,s1,2024-08-30 12:05:00,-9.99,USD,refund,2024-08-30 12:05:03
pay486,s10,2024-08-31 00:05:00,9.99,USD,succeeded,2024-08-31 00:05:03
pay487,s11,2024-08-31 12:05:00,11.99,USD,succeeded,2024-08-31 12:05:03
pay488,s2,2024-09-01 00:05:00,13.99,USD,succeeded,2024-09-01 00:05:03
pay489,s3,2024-09-01 12:05:00,15.99,USD,succeeded,2024-09-01 12:05:03
pay490,s4,2024-09-02 00:05:00,-11.99,USD,refund,2024-09-02 00:05:03
pay491,s5,2024-09-02 12:05:00,9.99,USD,succeeded,2024-09-02 12:05:03
pay492,s6,2024-09-03 00:05:00,0.00,USD,failed,2024-09-03 00:05:03
pay493,s7,2024-09-03 12:05:00,13.99,USD,succeeded,2024-09-03 12:05:03
pay494,s8,2024-09-04 00:05:00,15.99,USD,succeeded,2024-09-04 00:05:03
pay495,s9,2024-09-04 12:05:00,7.99,USD,succeeded,2024-09-04 12:05:03
pay496,s1,2024-09-05 00:05:00,9.99,USD,succeeded,2024-09-05 00:05:03
pay497,s10,2024-09-05 12:05:00,-9.99,USD,refund,2024-09-05 12:05:03
pay498,s11,2024-09-06 00:05:00,13.99,USD,succeeded,2024-09-06 00:05:03
pay499,s2,2024-09-06 12:05:00,15.99,USD,succeeded,2024-09-06 12:05:03
pay500,s3,2024-09-07 00:05:00,7.99,USD,succeeded,2024-09-07 00:05:03
pay501,s4,2024-09-07 12:05:00,9.99,USD,succeeded,2024-09-07 12:05:03
pay502,s5,2024-09-08 00:05:00,-11.99,USD,refund,2024-09-08 00:05:03
pay503,s6,2024-09-08 12:05:00,13.99,USD,succeeded,2024-09-08 12:05:03
pay504,s7,2024-09-09 00:05:00,0.00,USD,failed,2024-09-09 00:05:03
pay505,s8,2024-09-09 12:05:00,7.99,USD,succeeded,2024-09-09 12:05:03
pay506,s9,2024-09-10 00:05:00,9.99,USD,succeeded,2024-09-10 00:05:03
pay507,s1,2024-09-10 12:05:00,11.99,USD,succeeded,2024-09-10 12:05:03
pay508,s10,2024-09-11 00:05:00,13.99,USD,succeeded,2024-09-11 00:05:03
pay509,s11,2024-09-11 12:05:00,-9.99,USD,refund,2024-09-11 12:05:03
pay510,s2,2024-09-12 00:05:00,7.99,USD,succeeded,2024-09-12 00:05:03
pay511,s3,2024-09-12 12:05:00,9.99,USD,succeeded,2024-09-12 12:05:03
pay512,s4,2024-09-13 00:05:00,11.99,USD,succeeded,2024-09-13 00:05:03
pay513,s5,2024-09-13 12:05:00,13.99,USD,succeeded,2024-09-13 12:05:03
pay514,s6,2024-09-14 00:05:00,-11.99,USD,refund,2024-09-14 00:05:03
pay515,s7,2024-09-14 12:05:00,7.99,USD,succeeded,2024-09-14 12:05:03
pay516,s8,2024-09-15 00:05:00,0.00,USD,failed,2024-09-15 00:05:03
pay517,s9,2024-09-15 12:05:00,11.99,USD,succeeded,2024-09-15 12:05:03
pay518,s1,2024-09-16 00:05:00,13.99,USD,succeeded,2024-09-16 00:05:03
pay519,s10,2024-09-16 12:05:00,15.99,USD,succeeded,2024-09-16 12:05:03
pay520,s11,2024-09-17 00:05:00,7.99,USD,succeeded,2024-09-17 00:05:03
pay521,s2,2024-09-17 12:05:00,-9.99,USD,refund,2024-09-17 12:05:03
pay522,s3,2024-09-18 00:05:00,11.99,USD,succeeded,2024-09-18 00:05:03
pay523,s4,2024-09-18 12:05:00,13.99,USD,succeeded,2024-09-18 12:05:03
pay524,s5,2024-09-19 00:05:00,15.99,USD,succeeded,2024-09-19 00:05:03
pay525,s6,2024-09-19 12:05:00,7.99,USD,succeeded,2024-09-19 12:05:03
pay526,s7,2024-09-20 00:05:00,-11.99,USD,refund,2024-09-20 00:05:03
pay527,s8,2024-09-20 12:05:00,11.99,USD,succeeded,2024-09-20 12:05:03
pay528,s9,2024-09-21 00:05:00,0.00,USD,failed,2024-09-21 00:05:03
pay529,s1,2024-09-21 12:05:00,15.99,USD,succeeded,2024-09-21 12:05:03
pay530,s10,2024-09-22 00:05:00,7.99,USD,succeeded,2024-09-22 00:05:03
pay531,s11,2024-09-22 12:05:00,9.99,USD,succeeded,2024-09-22 12:05:03
pay532,s2,2024-09-23 00:05:00,11.99,USD,succeeded,2024-09-23 00:05:03
pay533,s3,2024-09-23 12:05:00,-9.99,USD,refund,2024-09-23 12:05:03
pay534,s4,2024-09-24 00:05:00,15.99,USD,succeeded,2024-09-24 00:05:03
pay535,s5,2024-09-24 12:05:00,7.99,USD,succeeded,2024-09-24 12:05:03
pay536,s6,2024-09-25 00:05:00,9.99,USD,succeeded,2024-09-25 00:05:03
pay537,s7,2024-09-25 12:05:00,11.99,USD,succeeded,2024-09-25 12:05:03
pay538,s8,2024-09-26 00:05:00,-11.99,USD,refund,2024-09-26 00:05:03
pay539,s9,2024-09-26 12:05:00,15.99,USD,succeeded,2024-09-26 12:05:03
pay540,s1,2024-09-27 00:05:00,0.00,USD,failed,2024-09-27 00:05:03
pay541,s10,2024-09-27 12:05:00,9.99,USD,succeeded,2024-09-27 12:05:03
pay542,s11,2024-09-28 00:05:00,11.99,USD,succeeded,2024-09-28 00:05:03
pay543,s2,2024-09-28 12:05:00,13.99,USD,succeeded,2024-09-28 12:05:03
pay544,s3,2024-09-29 00:05:00,15.99,USD,succeeded,2024-09-29 00:05:03
pay545,s4,2024-09-29 12:05:00,-9.99,USD,refund,2024-09-29 12:05:03
pay546,s5,2024-09-30 00:05:00,9.99,USD,succeeded,2024-09-30 00:05:03
pay547,s6,2024-09-30 12:05:00,11.99,USD,succeeded,2024-09-30 12:05:03
pay548,s7,2024-10-01 00:05:00,13.99,USD,succeeded,2024-10-01 00:05:03
pay549,s8,2024-10-01 12:05:00,15.99,USD,succeeded,2024-10-01 12:05:03
pay550,s9,2024-10-02 00:05:00,-11.99,USD,refund,2024-10-02 00:05:03
pay551,s1,2024-10-02 12:05:00,9.99,USD,succeeded,2024-10-02 12:05:03
pay552,s10,2024-10-03 00:05:00,0.00,USD,failed,2024-10-03 00:05:03
pay553,s11,2024-10-03 12:05:00,13.99,USD,succeeded,2024-10-03 12:05:03
pay554,s2,2024-10-04 00:05:00,15.99,USD,succeeded,2024-10-04 00:05:03
pay555,s3,2024-10-04 12:05:00,7.99,USD,succeeded,2024-10-04 12:05:03
pay556,s4,2024-10-05 00:05:00,9.99,USD,succeeded,2024-10-05 00:05:03
pay557,s5,2024-10-05 12:05:00,-9.99,USD,refund,2024-10-05 12:05:03
pay558,s6,2024-10-06 00:05:00,13.99,USD,succeeded,2024-10-06 00:05:03
pay559,s7,2024-10-06 12:05:00,15.99,USD,succeeded,2024-10-06 12:05:03
pay560,s8,2024-10-07 00:05:00,7.99,USD,succeeded,2024-10-07 00:05:03
pay561,s9,2024-10-07 12:05:00,9.99,USD,succeeded,2024-10-07 12:05:03
pay562,s1,2024-10-08 00:05:00,-11.99,USD,refund,2024-10-08 00:05:03
pay563,s10,2024-10-08 12:05:00,13.99,USD,succeeded,2024-10-08 12:05:03
pay564,s11,2024-10-09 00:05:00,0.00,USD,failed,2024-10-09 00:05:03
pay565,s2,2024-10-09 12:05:00,7.99,USD,succeeded,2024-10-09 12:05:03
pay566,s3,2024-10-10 00:05:00,9.99,USD,succeeded,2024-10-10 00:05:03
pay567,s4,2024-10-10 12:05:00,11.99,USD,succeeded,2024-10-10 12:05:03
pay568,s5,2024-10-11 00:05:00,13.99,USD,succeeded,2024-10-11 00:05:03
pay569,s6,2024-10-11 12:05:00,-9.99,USD,refund,2024-10-11 12:05:03
pay570,s7,2024-10-12 00:05:00,7.99,USD,succeeded,2024-10-12 00:05:03
pay571,s8,2024-10-12 12:05:00,9.99,USD,succeeded,2024-10-12 12:05:03
pay572,s9,2024-10-13 00:05:00,11.99,USD,succeeded,2024-10-13 00:05:03
pay573,s1,2024-10-13 12:05:00,13.99,USD,succeeded,2024-10-13 12:05:03
pay574,s10,2024-10-14 00:05:00,-11.99,USD,refund,2024-10-14 00:05:03
pay575,s11,2024-10-14 12:05:00,7.99,USD,succeeded,2024-10-14 12:05:03
pay576,s2,2024-10-15 00:05:00,0.00,USD,failed,2024-10-15 00:05:03
pay577,s3,2024-10-15 12:05:00,11.99,USD,succeeded,2024-10-15 12:05:03
pay578,s4,2024-10-16 00:05:00,13.99,USD,succeeded,2024-10-16 00:05:03
pay579,s5,2024-10-16 12:05:00,15.99,USD,succeeded,2024-10-16 12:05:03
pay580,s6,2024-10-17 00:05:00,7.99,USD,succeeded,2024-10-17 00:05:03
pay581,s7,2024-10-17 12:05:00,-9.99,USD,refund,2024-10-17 12:05:03
pay582,s8,2024-10-18 00:05:00,11.99,USD,succeeded,2024-10-18 00:05:03
pay583,s9,2024-10-18 12:05:00,13.99,USD,succeeded,2024-10-18 12:05:03
pay584,s1,2024-10-19 00:05:00,15.99,USD,succeeded,2024-10-19 00:05:03
pay585,s10,2024-10-19 12:05:00,7.99,USD,succeeded,2024-10-19 12:05:03
pay586,s11,2024-10-20 00:05:00,-11.99,USD,refund,2024-10-20 00:05:03
pay587,s2,2024-10-20 12:05:00,11.99,USD,succeeded,2024-10-20 12:05:03
pay588,s3,2024-10-21 00:05:00,0.00,USD,failed,2024-10-21 00:05:03
pay589,s4,2024-10-21 12:05:00,15.99,USD,succeeded,2024-10-21 12:05:03
pay590,s5,2024-10-22 00:05:00,7.99,USD,succeeded,2024-10-22 00:05:03
pay591,s6,2024-10-22 12:05:00,9.99,USD,succeeded,2024-10-22 12:05:03
pay592,s7,2024-10-23 00:05:00,11.99,USD,succeeded,2024-10-23 00:05:03
pay593,s8,2024-10-23 12:05:00,-9.99,USD,refund,2024-10-23 12:05:03
pay594,s9,2024-10-24 00:05:00,15.99,USD,succeeded,2024-10-24 00:05:03
pay595,s1,2024-10-24 12:05:00,7.99,USD,succeeded,2024-10-24 12:05:03
pay596,s10,2024-10-25 00:05:00,9.99,USD,succeeded,2024-10-25 00:05:03
pay597,s11,2024-10-25 12:05:00,11.99,USD,succeeded,2024-10-25 12:05:03
pay598,s2,2024-10-26 00:05:00,-11.99,USD,refund,2024-10-26 00:05:03
pay599,s3,2024-10-26 12:05:00,15.99,USD,succeeded,2024-10-26 12:05:03
pay600,s4,2024-10-27 00:05:00,0.00,USD,failed,2024-10-27 00:05:03
pay601,s5,2024-10-27 12:05:00,9.99,USD,succeeded,2024-10-27 12:05:03
pay602,s6,2024-10-28 00:05:00,11.99,USD,succeeded,2024-10-28 00:05:03
pay603,s7,2024-10-28 12:05:00,13.99,USD,succeeded,2024-10-28 12:05:03
pay604,s8,2024-10-29 00:05:00,15.99,USD,succeeded,2024-10-29 00:05:03
pay605,s9,2024-10-29 12:05:00,-9.99,USD,refund,2024-10-29 12:05:03
pay606,s1,2024-10-30 00:05:00,9.99,USD,succeeded,2024-10-30 00:05:03
pay607,s10,2024-10-30 12:05:00,11.99,USD,succeeded,2024-10-30 12:05:03
pay608,s11,2024-10-31 00:05:00,13.99,USD,succeeded,2024-10-31 00:05:03
pay609,s2,2024-10-31 12:05:00,15.99,USD,succeeded,2024-10-31 12:05:03
pay610,s3,2024-11-01 00:05:00,-11.99,USD,refund,2024-11-01 00:05:03
pay611,s4,2024-11-01 12:05:00,9.99,USD,succeeded,2024-11-01 12:05:03
pay612,s5,2024-11-02 00:05:00,0.00,USD,failed,2024-11-02 00:05:03
pay613,s6,2024-11-02 12:05:00,13.99,USD,succeeded,2024-11-02 12:05:03
pay614,s7,2024-11-03 00:05:00,15.99,USD,succeeded,2024-11-03 00:05:03
pay615,s8,2024-11-03 12:05:00,7.99,USD,succeeded,2024-11-03 12:05:03
pay616,s9,2024-11-04 00:05:00,9.99,USD,succeeded,2024-11-04 00:05:03
pay617,s1,2024-11-04 12:05:00,-9.99,USD,refund,2024-11-04 12:05:03
pay618,s10,2024-11-05 00:05:00,13.99,USD,succeeded,2024-11-05 00:05:03
pay619,s11,2024-11-05 12:05:00,15.99,USD,succeeded,2024-11-05 12:05:03
pay620,s2,2024-11-06 00:05:00,7.99,USD,succeeded,2024-11-06 00:05:03
pay621,s3,2024-11-06 12:05:00,9.99,USD,succeeded,2024-11-06 12:05:03
pay622,s4,2024-11-07 00:05:00,-11.99,USD,refund,2024-11-07 00:05:03
pay623,s5,2024-11-07 12:05:00,13.99,USD,succeeded,2024-11-07 12:05:03
